120.289478,31.253753,0.0 
120.285702,31.253313,0.0 
120.283642,31.252286,0.0 
120.282440,31.250965,0.0 
120.282440,31.249938,0.0 
120.284328,31.250085,0.0 
120.286217,31.249351,0.0 
120.285873,31.247737,0.0 
120.284672,31.244508,0.0 
120.282612,31.244214,0.0 
120.280552,31.243187,0.0 
120.281067,31.241572,0.0 
120.283298,31.239811,0.0 
120.285873,31.237903,0.0 
120.287762,31.237903,0.0 
120.290508,31.238197,0.0 
120.291710,31.239224,0.0 
120.291882,31.240545,0.0 
120.289993,31.243480,0.0 
120.290508,31.245242,0.0 
120.292397,31.247296,0.0 
120.293598,31.248617,0.0 
120.293255,31.252286,0.0 
120.291882,31.253607,0.0 
